,Year,Timesteps,Region,Technology,Carrier,Value
404,2041,21,reg1,Pump_hydro_ST,Electricity,0.0
405,2041,22,reg1,Pump_hydro_ST,Electricity,0.0
406,2041,23,reg1,Pump_hydro_ST,Electricity,0.0
407,2041,24,reg1,Pump_hydro_ST,Electricity,0.0
408,2042,1,reg1,Pump_hydro_ST,Electricity,0.0
409,2042,2,reg1,Pump_hydro_ST,Electricity,0.0
410,2042,3,reg1,Pump_hydro_ST,Electricity,3791.619999999999
411,2042,4,reg1,Pump_hydro_ST,Electricity,3791.619999999999
412,2042,5,reg1,Pump_hydro_ST,Electricity,3791.619999999999
413,2042,6,reg1,Pump_hydro_ST,Electricity,3791.619999999999
414,2042,7,reg1,Pump_hydro_ST,Electricity,3791.619999999999
415,2042,8,reg1,Pump_hydro_ST,Electricity,3791.619999999999
416,2042,9,reg1,Pump_hydro_ST,Electricity,3791.619999999999
417,2042,10,reg1,Pump_hydro_ST,Electricity,2476.2867751809376
418,2042,11,reg1,Pump_hydro_ST,Electricity,0.0
419,2042,12,reg1,Pump_hydro_ST,Electricity,0.0
420,2042,13,reg1,Pump_hydro_ST,Electricity,0.0
421,2042,14,reg1,Pump_hydro_ST,Electricity,0.0
422,2042,15,reg1,Pump_hydro_ST,Electricity,0.0
423,2042,16,reg1,Pump_hydro_ST,Electricity,0.0
424,2042,17,reg1,Pump_hydro_ST,Electricity,0.0
425,2042,18,reg1,Pump_hydro_ST,Electricity,0.0
426,2042,19,reg1,Pump_hydro_ST,Electricity,0.0
427,2042,20,reg1,Pump_hydro_ST,Electricity,0.0
428,2042,21,reg1,Pump_hydro_ST,Electricity,0.0
429,2042,22,reg1,Pump_hydro_ST,Electricity,0.0
430,2042,23,reg1,Pump_hydro_ST,Electricity,0.0
